Equipamento;Denominação do objeto técnico;Centro planejamento;Código ABC;Campo de ordenação;Centro custo;Ctg.equipamento;Local de instalação;Denominação do loc.instalação;Status do sistema;Empresa;Centro de trabalho;Tipo objeto técnico
ARC157;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;ARC
ARC158;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-RANCA;RANCHO ALEGRE;MONT;1010;;
ARC159;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;
ARC160;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;
ARC161;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;
ARC162;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;
ARC163;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;
ARC164;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-SALAT;AEKW SALA TREINAMENTO;MONT;1010;;ARC
ARC165;AR CONDICIONADO 9000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-RANCA;RANCHO ALEGRE;MONT;1010;;
ARC166;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;
ARC167;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-RANCA;RANCHO ALEGRE;MONT;1010;;
ARC168;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-RANCA;RANCHO ALEGRE;MONT;1010;;
ARC169;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-RANCA;RANCHO ALEGRE;MONT;1010;;
ARC170;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABSL-ADMIN;FÁBRICA UENSILOS ADMINISTRATIVO PRODUÇÃO;MONT;1010;;
ARC171;AR CONDICIONADO 12000 BTU'S RHEEN;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-SALRE;SALA  DE REUNIÃO ALMOXARIFADO;INAT MONT;1010;;
ARC172;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-SALRE;SALA  DE REUNIÃO ALMOXARIFADO;MONT;1010;;
ARC173;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-RECEB;ALMOXARIFADO RECEBIMENTO;MONT;1010;;
ARC174;AR CONDICIONADO 24000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-BOXCL;ALMOXARIFADO PREPARAÇÃO STANDART INTERNA;MONT;1010;;
ARC175;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-MANRE;MANUTENÇÃO REFRIGERAÇÃO;INAT MONT;1010;;
ARC176;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPOR-FERRA;EXPORTAÇÃO FERRAMENTARIA;MONT;1010;;
ARC177;AR CONDICIONADO 42000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-QUALI;ADMINISTRATIVO QUALIDADE;MONT;1010;;
ARC178;AR CONDICIONADO 42000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ENGEG;ADMINISTRATIVO ENGENHARIA MOV DE GRANÉIS;MONT;1010;;
ARC179;AR CONDICIONADO 42000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ENGEA;ADMINISTRATIVO ENGENHARIA AGRÍCOLA;MONT;1010;;
ARC180;AR CONDICIONADO 42000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ENGAP;ADMINISTRATIVO ENGENHARIA DE APLICAÇÃO;MONT;1010;;
ARC181;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ASSIT;ADMINISTRATIVO ASSIST TÉCNICA E GARANTIA;MONT;1010;;
ARC182;AR CONDICIONADO 12000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;
ARC183;AR CONDICIONADO 12000 BTU'S KOMECO;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-FINAN;ADMINISTRATIVO FINANCEIRO;MONT;1010;;
ARC184;AR CONDICIONADO 9000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CARMA;CARMAK OFICINA DE EMPILHADEIRA;MONT;1010;;
ARC185;AR CONDICIONADO 12000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;
ARC186;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-DESEO;ADMINISTRATIVO DESENV ORGANIZACIONAL;MONT;1010;;
ARC187;AR CONDICIONADO 12000 BTU'S SANSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-TELEF;ADMINISTRATIVO SALA PISCÓLOGA;MONT;1010;;
ARC188;AR CONDICIONADO 12000 BTU'S SAMSUNG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-SUPRI;ADMINISTRATIVO SUPRIMENTOS;MONT;1010;;
ARC189;AR CONDICIONADO 27000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-DESEO;ADMINISTRATIVO DESENV ORGANIZACIONAL;MONT;1010;;
ARC190;AR CONDICIONADO 42000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-OBEYA;SALA OBEYA;MONT;1010;;
ARC191;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-PLANE;ADMINISTRATIVO PLANEJAMENTO;MONT;1010;;
ARC192;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC193;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC194;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC195;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC196;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC197;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC198;AR CONDICIONADO 9000 BTU'S LG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC199;AR CONDICIONADO 9000 BTU'S LG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC200;AR CONDICIONADO 9000 BTU'S LG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;INAT MONT;1010;;
ARC201;AR CONDICIONADO 27000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABCE-ENGEM;FÁBRICA CENTRAL ENGENHARIA DE MANUTENÇÃO;MONT;1010;;
ARC202;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ENGEG;ADMINISTRATIVO ENGENHARIA MOV DE GRANÉIS;MONT;1010;;
ARC203;AR CONDICIONADO 60000 BTU'S SPRINGER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-REFEI;REFEITÓRIO;MONT;1010;;
ARC204;AR CONDICIONADO 12000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-SUPER;EXPEDIÇÃO SUPERVISÃO;MONT;1010;;
ARC205;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-SUPER;EXPEDIÇÃO SUPERVISÃO;MONT;1010;;
ARC206;AR CONDICIONADO 18000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-CONTR;EXPEDIÇÃO CONTR SALA NOTA FISCAL;INAT MONT;1010;;
ARC207;AR CONDICIONADO 18000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-CONTR;EXPEDIÇÃO CONTR SALA NOTA FISCAL;INAT MONT;1010;;
ARC210;AR CONDICIONADO 30000 BTUs Q/F;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;
ARC211;AR CONDICIONADO 30000 BTUs Q/F;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;
ARC212;AR CONDICIONADO 24000 BTUs;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-DPSER;DPS VENDAS PEÇAS E SERVIÇOS;MONT;1010;;
ARC213;AR CONDICIONADO FUJITSU 18000 BTUS;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-CONTR;EXPEDIÇÃO CONTR SALA NOTA FISCAL;MONT;1010;;
ARC214;AR CONDICIONADO FUJITSU 18000 BTUS;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-CONTR;EXPEDIÇÃO CONTR SALA NOTA FISCAL;MONT;1010;;
ARC215;AR COND SMART INVERT SANSUNG 12000BTU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-SARDO;ADMINISTRATIVO SALA DE REUNIÃO DO;MONT;1010;;ARC
ARC216;AR CONDICIONADO  FUJITSU 12000BTU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-SARDO;ADMINISTRATIVO SALA DE REUNIÃO DO;MONT;1010;;ARC
ARC217;AR CONDICIONADO  FUJITSU 18000 BTU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABCE-RECEA;FÁBRICA CENTRAL RECEBIMENTO DE AÇOS;MONT;1010;;ARC
ARC218;AR CONDICIONADO INVER 27000  FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABCE-MANUT;FÁBRICA CENTRAL MANUTENÇÃO INDUSTRIAL;MONT;1010;;
ARC219;AR CONDICIONADO 32000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-TECNI;ADMINISTRATIVO TECNOLOGIA DA INFORMAÇÃO;MONT;1010;;ARC
ARC220;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-PLANE;ADMINISTRATIVO PLANEJAMENTO;MONT;1010;;ARC
ARC221;AR CONDICIONADO 18000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-SUPER;EXPEDIÇÃO SUPERVISÃO;MONT;1010;;ARC
ARC222;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-AEKWE-ARQCE;AEKW ARQUIVO CENTRAL;MONT;1010;;
ARC223;AR CONDICIONADO 18000 BTU`S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-PORTA-GUARD;PORTARIA SALA DOS GUARDAS;MONT;1010;;
ARC224;AR CONDICIONADO 12000 BTU`S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CDRES;CENTRAL DE RESÍDUOS;MONT;1010;;
ARC225;AR CONDICIONADO 12000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MEDIO;ADMINISTRATIVO MEDICINA OCUPACIONAL;MONT;1010;;
ARC226;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;ARC
ARC227;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-MONTA;ADMINISTRATIVO MONTAGEM EM OBRA;MONT;1010;;ARC
ARC228;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ADMIN-ENGAP;ADMINISTRATIVO ENGENHARIA DE APLICAÇÃO;MONT;1010;;ARC
ARC229;AR CONDICIONADO 12000 BTU'S LG;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ADMIN-DIREC;ADMINISTRATIVO DIRETORIA E CONSELHO;MONT;1010;;
ARC230;AR CONDICIONADO 30000 BTUS FUJTISU K7;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ADMIN-DIREC;ADMINISTRATIVO DIRETORIA E CONSELHO;MONT;1010;;ARC
ARC231;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ALMOX-ELABP;ALMOXARIFADO ELABORADOS PÁTIO (DEP06);MONT;1010;;ARC
ARC232;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-EXPOR-FERRA;EXPORTAÇÃO FERRAMENTARIA;MONT;1010;;ARC
ARC233;AR CONDICIONADO 24000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-PINTU;PINTURA;MONT;1010;;ARC
ARC234;AR CONDICIONADO 24000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-PORTA;PORTARIA;MONT;1010;;ARC
ARC235;AR CONDICIONADO 24000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-PORTA;PORTARIA;MONT;1010;;ARC
ARC236;AR CONDICIONADO 12000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-PORTA;PORTARIA;MONT;1010;;ARC
ARC237;AR CONDICIONADO 24000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-FABCE-RECEA;FÁBRICA CENTRAL RECEBIMENTO DE AÇOS;MONT;1010;;ARC
ARC238;AR CONDICIONADO 24000 BTUS FUJTISU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ALMOX;ALMOXARIFADO;MONT;1010;;
ARC239;AR CONDICIONADO 12000 BTUS ELETROLUX;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;B;1000-ADMIN-CONTR;ADMINISTRATIVO CONTROLADORIA;MONT;1010;;ARC
ARC240;AR CONDICIONADO 12000 BTU'S FUJITSU INVR;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-ASSIT;ADMINISTRATIVO ASSIST TÉCNICA E GARANTIA;MONT;1010;;ARC
ARC241;AR CONDICIONADO 12000 BTU'S FUJITSU INVR;1000;;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-TECNI;ADMINISTRATIVO TECNOLOGIA DA INFORMAÇÃO;MONT;1010;;ARC
ARC242;AR CONDICIONADO 24000 BTUS FUJTISU INVER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABSL-SUPER;FÁBRICA UENSILOS SALA SUPERVISOR;MONT;1010;;
ARC243;AR CONDICIONADO 12000 BTU'S FUJITSU INVR;1000;;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-LIMP;LIMPEZA SODEKSO;MONT;1010;;ARC
ARC244;AR CONDICIONADO 24000 BTUS FUJTISU INVER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-QUALI;ADMINISTRATIVO QUALIDADE;MONT;1010;;
ARC245;AR CONDICIONADO 12000 BTU'S FUJITSU INVR;1000;;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-FINAN;ADMINISTRATIVO FINANCEIRO;MONT;1010;;ARC
ARC246;AR CONDICIONADO 12000 BTU'S FUJITSU INVR;1000;B;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABCE-MANUT;FÁBRICA CENTRAL MANUTENÇÃO INDUSTRIAL;MONT;1010;;ARC
ARC247;AR CONDICIONADO 24000 BTUS FUJTISU INVER;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABCE-MANUT-SAREU;FÁBRICA CENTRAL MANUTENÇÃO SALA REUNIÃO;MONT;1010;;
ARC248;AR CONDICIONADO INVER 27000  FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ADMIN-SUPRI;ADMINISTRATIVO SUPRIMENTOS;MONT;1010;;
ARC249;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;ARC
ARC250;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;ARC
ARC251;AR CONDICIONADO 12000 BTU`S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-DPQUI;DEPÓSITO PRODUTOS QUÍMICOS;MONT;1010;;
ARC252;AR CONDICIONADO 24000 BTU'S DUTADO;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;ARC
ARC253;AR CONDICIONADO 60000 BTU'S DUTADO;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-CETEK;CETEK CENTRO DE TECNOLOGIA KEPLER WEBER;MONT;1010;;ARC
ARC254;AR CONDICIONADO 21000 BTU'S FUJITSU;1000;;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPOR-SELET;PREDIO EXPORTAÇÃO MÁQ. SELETRON;MONT;1010;;ARC
ARC255;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-PATIO-SUBCO;SUBCONTRATAÇÃO;MONT;1010;;ARC
ARC256;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-METRO;METROLOGIA;MONT;1010;;ARC
ARC257;AR CONDICIONADO 24000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-METRO;METROLOGIA;MONT;1010;;ARC
ARC258;AR CONDICIONADO 12000 BTU`S FUJITSU;1000;B;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-FABSL-SUPER;FÁBRICA UENSILOS SALA SUPERVISOR;MONT;1010;;
ARC259;AR CONDICIONADO 30000 BTU'S ELETROLUX;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-EXPED-EMBAL;EXPEDIÇÃO EMBALAGEM;MONT;1010;;ARC
ARC260;AR CONDICIONADO 12000 BTU'S FUJITSU;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-SALRE;SALA  DE REUNIÃO ALMOXARIFADO;MONT;1010;;
ARC261;AR CONDICIONADO 31000 BTU'S Fujitsu;1000;C;NÍVEL 0 - SIMPLES;PB2-82140;M;1000-ALMOX-ELABP;ALMOXARIFADO ELABORADOS PÁTIO (DEP06);MONT;1010;;ARC
ASF005;ASPIRAÇÃO E FILTRAÇÃO LINHA LCT005;1000;A;NÍVEL 4 - COMPLEXO;PB2-81530;M;1000-FABCE-TCEST-LCT005;LINHA DE CORTE TRANSVERSAL LCT005;AEQS;1010;LCT005;
ASM001;APARELHO DE SOLDA;1000;C;;PB2-82130;M;1000-FABCE-ENGEM;FÁBRICA CENTRAL ENGENHARIA DE MANUTENÇÃO;INAT MONT;1010;;SOE
ASM002;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81440;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;INAT MONT;1010;;ASM
ASM007;AP. SOLDA MIG SVI300I 07;1000;F;NÍVEL 1 - FÁCIL;PB2-81640;M;1000-FABCE-ELSOL;FÁBRICA CENTRAL EL SOLDA;INAT MONT;1010;;ASM
ASM013;AP SOLDA SVI300I/MIG44HD/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81640;M;1000-FABCE-ELSOL;FÁBRICA CENTRAL EL SOLDA;MONT;1010;SOM008;ASM
ASM018;AP SOLDA SVI300I/MIG4HD/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81150;M;1000-FABCE-SOLFU;FÁBRICA CENTRAL CÉL SOLD FUNILARIA C1;MONT;1010;;ASM
ASM019;AP SOLDA LAB320/MEA33/ESAB;1000;C;;PB2-81150;M;;;INAT LIDI;1010;;ASM
ASM021;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-82620;M;1000-FABCE-SOLFU;FÁBRICA CENTRAL CÉL SOLD FUNILARIA C1;INAT MONT;1010;;ASM
ASM023;AP SOLDA SVI300I ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81540;M;1000-FABCE-TCSOL;FÁBRICA CENTRAL TC SOLDA;MONT;1010;;ASM
ASM024;AP SOLDA LAB320/MEA33/ESAB;1000;C;;PB2-81150;M;1000-FABCE-SOLSE;FÁBRICA CENTRAL CÉL SOLD ESPECIAL MG SOL;INAT MONT;1010;SOM009;ASM
ASM025;AP SOLDA SVI300I ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81440;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM027;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81150;M;1000-FABCE-SOLTR;FÁBRICA CENTRAL CÉL SOLD TRUA/TCRA C4;MONT;1010;;ASM
ASM031;AP. SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81540;M;1000-FABCE-TCSOL;FÁBRICA CENTRAL TC SOLDA;MONT;1010;SOM003;ASM
ASM034;AP SOLDA LAB320/MEA33/ESAB;1000;C;;PB2-81240;M;;;AEQS INAT;1010;ROS004;ASM
ASM036;AP SOLDA SVI300I ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81540;M;1000-FABCE-TCSOL;FÁBRICA CENTRAL TC SOLDA;INAT MONT;1010;;ASM
ASM037;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81150;M;1000-FABCE-SOLTR;FÁBRICA CENTRAL CÉL SOLD TRUA/TCRA C4;INAT MONT;1010;;ASM
ASM039;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81150;M;1000-FABCE-SOLPA;FÁBRICA CENTRAL CÉL SOLD PASSARELA C2;INAT MONT;1010;;ASM
ASM041;AP SOLDA SVI300I ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81260;M;1000-FABSL-SLPER-PER021;FÁBRICA UENSILOS LINHA PER CHAPA LAT 3;MONT;1010;;ASM
ASM042;AP SOLDA SVI300I ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81550;M;1000-FABCE-TCSOL;FÁBRICA CENTRAL TC SOLDA;MONT;1010;;ASM
ASM045;AP SOLDA LAB320/MEF30/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81440;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM047;AP SOLDA LAB320/MEF30/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81450;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM048;AP SOLDA SWI300I/MIG4HD/ESAB;1000;F;NÍVEL 1 - FÁCIL;PB2-81540;M;1000-FABCE-TCSOL;FÁBRICA CENTRAL TC SOLDA;MONT;1010;;ASM
ASM051;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81450;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM054;AP SOLDA SWI300I/MIG4HD/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81450;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM055;AP.SOLDA 15401 LAG315/A10-MED30BR/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81450;M;1000-FABCE-MLSOL;FÁBRICA CENTRAL ML SOLDA;MONT;1010;;ASM
ASM058;AP SOLDA LAB320/MEA33/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81240;M;1000-FABCE-MAQLI;FÁBRICA CENTRAL MÁQUINAS DE LIMPEZA;INAT MONT;1010;;ASM
ASM060;AP SOLDA LAB475/MEF44/ESAB;1000;;;PB2-81150;M;;;INAT LIDI;1010;;ASM
ASM061;AP SOLDA LAB475/MEF44/ESAB;1000;F;NÍVEL 3 - DIFÍCIL;PB2-81150;M;1000-FABCE-SOLPE;FÁBRICA CENTRAL CÉL SOLD PONT ESPE SOM07;INAT MONT;1010;;ASM
